Indice,id_depto,fecha_fundacion,nombre,dominio
739,14042,1980-01-01,Bib. Pop. José Hernández,hotmail
740,14042,1984-03-30,Bib.Pop. Dr. Raúl Scalabrini Ortíz,sin_dominio
741,14042,1938-09-11,Bib.Pop. D.F.Sarmiento,sin_dominio
742,14042,1904-09-25,Bib.Pop. Bernardino Rivadavia,bibliotecarivadavia
743,14042,1942-12-19,Bib. Pop. Mun. Mariano Moreno,villamaria
744,14042,1997-05-24,Bib.Pop. Luis Roberto Altamira,hotmail
745,14049,1929-11-03,Bib.Pop. Mariano Moreno,gmail
746,14049,1933-02-06,Bib.Pop. José Ingenieros,intinet
747,14056,1997-11-23,Biblioteca Popular Walter Viglione,yahoo
748,14056,1951-04-26,Bib.Pop. Jerónimo L. de Cabrera,yahoo
749,14056,1999-06-10,Bib.Pop. Dr. Mota Capdevila,sin_dominio
750,14063,1967-05-06,Bib.Pop. Teresita Lucchini,sin_dominio
751,14063,1980-01-01,Bib.Pop. Teresa B. de Lancestremere,sin_dominio
752,14063,1996-06-23,Bib.Pop.Esc. D.F.Sarmiento,sin_dominio
753,14063,1918-01-01,Bib.Pop.Pub.Mun. Ermes Desio,yahoo
754,14063,1949-05-25,Bib.Pop. Mariano Moreno,sin_dominio
755,14063,1980-01-01,Bib.Pop. Isla Verde,hotmail
756,14063,1939-09-26,Ctro. Social Cultural y Bib.Pop.,sin_dominio
757,14063,1918-03-18,Bib.Pop. San Martín,sin_dominio
758,14063,1980-01-01,Bib.Pop. Club A.y Mut.Arg.,sin_dominio
759,14063,1980-01-01,Bib.  Pop. Lidia Cesanelli,yahoo
760,14063,1917-10-07,Bib.Pop. Juan Benitz,gmail
761,14084,1914-07-14,Bib.Pop. Florentino Ameghino,hotmail
762,14084,1913-10-12,Bib.Pop. Juan Bautista Alberdi,sin_dominio
763,14084,2001-09-09,Bib. Pop. Juan Filloy,sin_dominio
764,14091,1946-12-09,Bib.Pop. Mariano Moreno,bepe
765,14091,1923-05-06,Bib.Pop. Nicolás Avellaneda,sin_dominio
766,14091,2000-06-01,Bib.Pop. José Hernández,tutopia
767,14091,1934-04-21,Bib.Pop. D.F.Sarmiento,yahoo
768,14091,1999-01-27,Bib. Pop. Babel,sin_dominio
769,14091,1985-10-26,Bib.Pop. Rosa Areal de Molina,sin_dominio
770,14091,1938-04-08,Bib.Pop. José Mármol,sin_dominio
771,14091,1949-01-16,Bib.Pop. José H. Porto,sin_dominio
772,14091,1997-10-16,Bib. Pop. Leopoldo Lugones,gmail
773,14091,2010-05-14,Bib.Pop. Aguas que corren,sin_dominio
774,14098,1980-01-01,Bib.Pop. Efraín U. Bischoff,hotmail
775,14098,2003-08-17,Bib.Pop. Carmen Abril de Cacciavillani,sin_dominio
776,14098,1972-04-28,Bib.Pop. José Hernández,sin_dominio
777,14098,1969-07-21,Bib.Pop. Ricardo Rojas,hotmail
778,14098,1929-04-18,Bib.Pop. Armando A.Telleria,hotmail
779,14098,1966-12-10,Bib.Pop. La Asunción de María,hotmail
780,14098,1930-08-24,Bib.Pop. Juan Bautista Alberdi,yahoo
781,14098,1910-07-10,Bib.Pop. Mariano Moreno,sin_dominio
782,14098,1915-07-09,Bib.Pop. D.F.Sarmiento,yahoo
783,14098,1955-09-07,Bib.Pop. Técnica - ENET Nº 1 Ambrosio Olmos,sin_dominio
784,14098,1932-05-01,Bib.Pop. Evaristo Segat,sin_dominio
785,14098,1970-06-06,Bib.Pop. de los sagrados corazones,hotmail
786,14098,1980-01-01,Asoc.Vec.y Bib.Pop. Santiago Coronel,yahoo
787,14098,1980-01-01,Bib.Pop. Alfonsina Storni,hotmail
788,14098,1918-03-31,Bib.Pop. Mariano Moreno,sin_dominio
789,14105,1980-01-01,Bib.Pop. Capilla de Remedios,sin_dominio
790,14021,2006-11-29,Bib.Pop. Jorge Luis Borges- La Puerta,hotmail
791,14105,1985-11-06,Bib.Pop. Presbítero G. Avila Vasquez,sin_dominio
792,14105,2006-02-10,Bib. Pop. Alejo Carmen Guzmán,hotmail
793,14112,1972-10-21,Bib.Pop. F. Antonio Rizzuto,sin_dominio
794,14119,1961-06-17,Bib.Pop.Soc.Cult. Bartolomé Mitre,sin_dominio
795,14119,1980-01-01,Bib.Pop. Profesor Américo Pablo Tissera,sin_dominio
796,14119,1950-08-17,Bib.Pop. Gral. San Martín,yahoo
797,14119,1996-06-15,Bib.Pop. Luis Alberto Guerberoff,hotmail
798,14119,1980-01-01,Bib.Pop.Esc. Victor Mercante,sin_dominio
799,14119,1980-01-01,Bib.Pop. Villa del Rosario,sin_dominio
800,14126,1996-05-25,Bib.Pop. Orden del colmenar,ordendelcolmenar
801,14126,2011-07-08,Bib. Pop. El Manantial,gmail
802,14133,1935-05-18,Bib.Pop. D.F.Sarmiento,sin_dominio
803,14133,1980-01-01,Bib.Pop. Los Hornillos,yahoo
804,14133,2010-11-02,Bib. Pop. de Luyaba,yahoo
805,14133,1980-01-01,Bib.Pop. Villa de las Rosas,yahoo
806,14133,2000-09-12,Bib.Pop. Doña María de la Plaza de Arias Moreno,sin_dominio
807,14140,1980-01-01,Bib.Pop.y Pub. José Hernández,yahoo
808,14140,1932-11-23,Bib.Pop. de Altos de Chipión,sin_dominio
809,14140,1990-02-07,Bib. Pop. Martín Fierro,hotmail
810,14140,1980-01-01,Bib.Pub.Mun.Pop. M.E.M. de Chiabrando,sin_dominio
811,14140,1998-12-07,Bib.Pub.Pop. de Colonia Vignaud,hotmail
812,14140,1934-04-28,Bib.Pop. José Ingenieros,gmail
813,14140,1973-05-19,Bib.Pop. Marcela Rodriguez,sin_dominio
814,14140,1995-07-03,Bib.Pop. Creciendo,hotmail
815,14140,2001-09-01,Bib.Pop.José Marcial Enrique Vaudagna,sin_dominio
816,14140,1997-06-14,Bib.Pub.Pop.Mun Jorge Luis Borges,sin_dominio
817,14140,1918-07-09,Bib.Pop. D.F.Sarmiento,gmail
818,14140,1945-05-13,Bib.Pop.Inf. Almafuerte,gmail
819,14140,1923-11-11,Bib.Pop. Cultura y progreso,sin_dominio
820,14140,1980-01-01,Bib.Pop. Porteña,sin_dominio
821,14140,1945-03-05,Bib.Pop. José María Paz,sin_dominio
822,14140,1926-08-05,Bib.Pop. Centro cultural y Bib.Pop.,gmail
823,14140,1940-10-10,Bib.Pop. Manuel Lainez,sin_dominio
824,14140,1980-01-01,Bib. Pop. Mariano Moreno,yahoo
825,14140,1980-06-20,Bib.Pop.Pub.Mun. Dr. Modestino J. Lescano,sin_dominio
826,14140,1980-01-01,Bib.Pop.Mun. Quilcahuasi,sin_dominio
827,14147,1931-03-11,Bib.Pop. Nicolás Avellaneda,gmail
828,14147,1932-01-26,Bib.Pop. D.F.Sarmiento,gmail
829,14147,1980-01-01,Bib.Pop. Suquia,sin_dominio
830,14147,1999-10-11,Bib.Pop. San José,sin_dominio
831,14147,2022-07-19,Garabatos del Valle de Anisacate,gmail
832,14147,1980-01-01,Bib.Pop. Flavio Arnal Ponti,yahoo
833,14147,2016-05-27,Bib. Pop. La Urdimbre,gmail
834,14147,1998-08-08,Bib.Pop. Pablo Pizzurno,hotmail
835,14091,2001-06-21,Bib.Pop. Huerta Grande,gmail
836,14098,1980-01-01,Bib.Pop. Manuela R. Medina,yahoo
837,14119,2001-07-16,Bib. Pop. y Cent. Cult. Rayuela,yahoo
838,14161,1926-07-03,Bib.Pop. Almafuerte,sin_dominio
839,14161,1996-06-12,Bib. Pop. 23 de Septiembre,hotmail
840,14161,1997-08-21,Bib.Pub.y Pop. Martín Fierro,hotmail
841,14161,1930-12-26,bib.pop.Sociedad Recreativa y Cult. Juventud Unida,sin_dominio
842,14161,1919-09-14,Bib.Pop. Justo José de Urquíza,sin_dominio
843,14161,1976-04-05,Bib.Pop. Poeta Lugones,hotmail
844,14175,1980-01-01,Bib.Pop. Dr. Octavio Capdevila,sin_dominio
845,14182,1907-04-21,Bib.Pop. Dr. Ramón J. Carcano,yahoo
846,14182,1929-08-04,Club y Bib.Pop. Recreativo,sin_dominio
847,14182,1947-09-17,Bib.Pop. Juan Bautista Alberdi,yahoo
848,14182,1917-07-14,Bib. Pop Bartolome Mitre,yahoo
849,14182,1980-01-01,Bib.Pop. Morrison,hotmail
850,14182,1931-01-01,Bib.Pop. Pascanas,yahoo
851,14182,1943-06-20,Bib.Pop. Manuel Belgrano Y Asoc.Cult.El retoño,hotmail
852,18007,1901-04-18,Bib.Pop. D.F.Sarmiento,sin_dominio
853,18021,sin fecha,Bib.Pop. de Corrientes Dr. Porfirio A. Aquino,sin_dominio
854,18021,1980-01-01,Bib.Pop. José R. Mariño,hotmail
855,18021,1925-03-28,Bib.Pop. Bartolomé Mitre,sin_dominio
856,18021,1923-01-01,Bib.Pop. Josefina Contt,yahoo
857,18021,1957-09-13,Bib.Tec.Pop. Bernardino Rivadavia,sin_dominio
858,18021,1980-01-01,Bib.Pop.Esc. Fray J. de la Quintana,sin_dominio
859,18021,1980-01-01,Bib.Pop. Ernesto Sábato,yahoo
860,18021,1994-07-08,Bib.Pop. Arandu,hotmail
861,18021,1980-01-01,Bib.Pop. Ñañuva,yahoo
862,18021,1980-01-01,Bib.Pop. Fray Luis de Bolaños,sin_dominio
863,18021,1993-08-19,Bib.Pop.Esc. José F.de San Martín,sin_dominio
864,18021,1998-11-28,Bib. Pop. Eva Perón,arnet
865,18021,1980-01-01,Bib.Pop. Rincón del milenium,sin_dominio
866,18021,1980-01-01,Bib. Pop. Coembá Porá (Lindo Amanecer,yahoo
867,18021,1996-04-02,Bib.Pop. Escritores Correntinos,hotmail
868,18028,1980-01-01,Bib.Pop. Rector Carlos Bobsín,hotmail
869,18028,2004-06-15,Bib.Pop. Francisco Madariaga,hotmail
870,18035,1914-10-25,Bib.Pop. Rivadavia,gmail
871,18035,1986-06-14,Bib.Pop. Cuatia Renda,hotmail
872,18042,1911-09-11,Bib.Pop. Esc. Angel Estrada,sin_dominio
873,18049,1915-06-21,Bib.Pop. Dr. J. A. Ferreira,sin_dominio
874,18070,1911-11-11,Bib.Pop. D.F.Sarmiento,gmail
875,18070,2007-06-30,Bib. Pop.  Barrios del Sur,sin_dominio
876,18070,2015-11-09,Bib. pop. Marta Elgul de Paris,sin_dominio
877,18056,1936-07-09,Bib.Pop. Carlos M. de Alvear,hotmail
878,18063,1914-01-01,Bib.Pop. Dr. Juan Manuel Rivera,hotmail
879,18063,1980-01-01,Bib.Pop. Bernardino Rivadavia,sin_dominio
880,18063,1995-06-08,Bib.Pop. Leamos juntos,hotmail
881,18091,1948-10-16,Bib. Pop. Mariano Moreno,sin_dominio
882,18105,1910-09-11,Bib.Pop. Literaria Belgrano,gmail
883,18105,1909-11-01,Bib.Pop. Domingo F. Sarmiento,gmail
884,18105,1940-03-30,Bib.Pop. Gral. San Martín,gmail
885,18105,1969-03-26,Bib.Pop.Esc. Presbítero E. Tutak,sin_dominio
886,18105,1947-04-01,Bib.Pop.Esc. Isabel S. A. de Aquino,sin_dominio
887,18112,1928-05-01,Bib.Pop. Mariano Moreno,sin_dominio
888,18112,1909-10-30,Bib.Pop. Marcelino A. Elizondo,hotmail
889,18112,1929-08-30,Asoc. Bib.Pop.Esc. Dorila P. Méndez,sin_dominio
890,18112,1936-04-07,Bib.Pop.Esc. Manuel Lainez,hotmail
891,18112,2000-08-31,Bib.Pop. Sin fronteras,sin_dominio
892,18112,1980-01-01,Bib.Pop. Villa Fedullo,sin_dominio
893,18112,1931-08-02,Bib. Esc. Pop. Gral. Gregorio Las Heras,sin_dominio
894,18119,1904-10-19,Bib.Pop. D.F.Sarmiento,arnet
895,18119,1980-01-01,Bib.Pop. Paso de los Libres,hotmail
896,18119,2002-03-01,Bib.Pop. Ramón Barboza,hotmail
897,18126,1980-05-24,Bib.Mun.Pop. Gerardo Pisarello,sin_dominio
898,18133,1998-05-16,Bib.Pop. San Cosme,gmail
899,18140,1916-06-30,Bib.Pop.Esc. Juan Bautista Alberdi,bepe
900,18161,1980-01-01,Bib.Pop.Asoc. Mario Issac Portillo,sin_dominio
901,18161,1914-06-13,Bib.Pop. Gral. José de San Martín,sin_dominio
902,18168,1967-09-10,Bib.Pop. Victor Elias Navajas Centeno,cableat
903,18168,1980-01-01,Bib.Pop. Bernardino Rivadavia,hotmail
904,18175,1918-06-09,Bib.Pop. Almafuerte,sin_dominio
905,18077,2002-05-08,Bib.Pop. Teresa de los Andes,sin_dominio
906,18084,sin fecha,Asoc.Bib.Pop. Carlos Guido Spano,hotmail
907,30008,1997-11-27,Bib.Pop. Arroyo Baru,hotmail
908,30008,sin fecha,Bib.Pop. Fiat Lux,gmail
909,30008,1905-07-26,Bib.Pop. Fábrica Colón,hotmail
910,30008,1904-04-24,Bib.Pop. Gral. Urquíza,yahoo
911,30008,1996-05-25,Bib.Pop. Ubajay,hotmail
912,30008,1904-05-01,Bib.Pop. Gral. Mitre,yahoo
913,30015,sin fecha,Bib.Pop. Olegario V. Andrade,concordia
914,30015,1917-05-13,Bib.Pop. Amelia Podesta de Gorostiaga,sin_dominio
915,30015,1996-11-11,Bib.Pop. Carlos Reyes Miggoni,hotmail
916,30015,1980-01-01,Bib.Pop. D.F.Sarmiento,sin_dominio
917,30015,1980-01-01,Bib.Pop. Tierra de Inmigrantes,sin_dominio
918,30021,sin fecha,Bib.Pop. Diamante,yahoo
919,30021,1980-01-01,Bib.Pop. Luis Lorenzo Etchevehere,yahoo
920,30021,2018-03-16,Bib. Pop. Estación Puiggari Asociación Civil,gmail
921,30028,1909-07-18,Bib.Pop. Urquíza,multichajari
922,30028,sin fecha,Bib.Pop. Rivadavia,gmail
923,30028,2007-11-09,Bib. Pop. del Saber,outlook
924,30028,1925-06-09,Bib. Pop.  José Zubiaur,sin_dominio
925,30035,1940-05-13,Conscripto Bernardi,gmail
926,30035,1912-09-01,Bib.Pop. D.F.Sarmiento,hotmail
927,30049,1991-01-05,Bib.Pop. Luz de provincia,arnet
928,30049,sin fecha,Bib.Pop. Carlos Mastronardi,yahoo
929,30056,sin fecha,Bib.Pop. Olegario V. Andrade,hotmail
930,30056,sin fecha,Bib.Pop. Sarmiento,yahoo
931,30056,1943-11-14,Bib.Pop. Francisco H. López Jordan,gmail
932,30056,1960-06-07,Bib.Pop. Rodolfo A. García,sin_dominio
933,30056,1927-04-24,Bib.Pop. Juan Bautista Alberdi,sin_dominio
934,30056,2000-11-10,Bib.Pop. Manuel Belgrano,hotmail
935,30056,1912-05-09,Bib.Pop. Urdinarrain,sin_dominio
936,30063,1998-11-30,Bib. Pop. Sandor Mikler,hotmail
937,30070,1939-08-26,Bib.Pop. D.F.Sarmiento,sin_dominio
938,30070,1919-07-05,Bib.Pop.Esc. Urquiza,sin_dominio
939,30070,1980-01-01,Bib.Pop. Santa Elena,hotmail
940,30077,1986-12-28,Bib.Pop.Genuina Leandro Alem,hotmail
941,30077,1980-01-01,Bib.Pop. La vieja estación,hotmail
942,30077,1995-06-22,Bib.Pop. Gaspar Benavento,sin_dominio
943,30077,sin fecha,Bib. Pop. Fermin Chavez,sin_dominio
944,30084,2001-06-06,Bib.Pop. Presidente Avellaneda,gmail
945,30084,1932-02-21,Bib.Pop. Orientación,arnet
946,30084,2001-08-24,Bib.Pop. Sebastián Ger Villacampa,sin_dominio
947,30084,sin fecha,Bib.Pop. Del Paraná,bibliotecaparana
948,30084,1980-01-01,Bib.Pop. Los Aromos,gmail
949,30084,2000-02-06,Bib.Pop. y Costurero Laura Vicuña,sin_dominio
950,30084,1980-01-01,Bib.Pop. Colibrí,sin_dominio
951,30084,1980-01-01,Bib.Pop. Caminantes,sin_dominio
952,30084,2001-05-08,Bib. Pop. San José de Cupertino,yahoo
953,30084,2006-11-02,Bib. Pop. Teresita Yugdar,sin_dominio
954,30084,1953-09-06,Bib.Pop. Dr. Julio Vitor,sin_dominio
955,30088,2003-08-21,Bib.Pop. Ser protagonistas,gmail
956,30088,1976-06-22,Bib. Pop. José Hernández,yahoo
957,30056,2000-10-24,Bib.Pop. J. J. de Urquiza,sin_dominio
958,30091,1920-06-20,Bib.Pop. Mario Domingo Carruego,gmail
959,30091,sin fecha,Bib. Pop.Julian Monzon,gmail
960,30098,1919-08-23,Bib.Pop. Luz obrera,yahoo
961,30098,sin fecha,Bib.Pop. El porvenir,yahoo
962,30098,1980-01-01,Bib. Pop. Julián Herrera,yahoo
963,30098,2000-12-27,Bib. Pop. San Justo,hotmail
964,30098,1980-01-01,Bib.Pop. Páginas Mías,sin_dominio
965,30098,2021-08-23,Bib. Pop. Estación Cultural,hotmail
966,30113,1924-10-12,Bib.Pop. D.F.Sarmiento,sin_dominio
967,30113,sin fecha,Bib.Pop. Bartolomé Mitre,gmail
968,30113,sin fecha,Bib.Pop. Primer Presidente Bernardino Rivadavia,sin_dominio
969,34014,1910-06-25,Bib.Pop. Dr. M. Ruiz Moreno,sin_dominio
970,34014,1991-08-23,Bib.Pop. Armando de Vita y Lacerra,sin_dominio
971,34014,1980-01-01,Bib.Pop. María Blanca B. de Simonotto,fibertel
972,34014,1980-01-01,Bib. Pop. Margarita Diez,hotmail
973,34014,1995-09-19,Bib.Pop. 12 de Octubre,sin_dominio
974,34014,1980-01-01,Bib.Pop. del Bº Gob.Emilio Tomas,sin_dominio
975,34014,1997-07-24,Bib.Pop. San José de Cupertino,sin_dominio
976,34014,1998-05-13,Bib.Pop. La esperanza,sin_dominio
977,34021,1999-08-23,Bib. Pop. Alberto Luis García,sin_dominio
978,34021,1992-08-12,Bib.Pop. San Francisco de Laishi,sin_dominio
979,34035,1978-08-23,Bib.Pop. Dr. Ernesto Guevara,sin_dominio
980,34035,1994-09-30,Bib.Pop. Escritores Formoseños,hotmail
981,34049,1977-12-09,Bib.Pop.Mun. Juan Bautista Alberdi,sin_dominio
982,34049,1996-07-01,Bib. Pop. Dr. Tirso Peña,sin_dominio
983,34049,1980-01-01,Bib.Pop. Prof. José F. Fernández,sin_dominio
984,34049,1980-01-01,Bib.Pop. Eloy Caniza,sin_dominio
985,34049,1999-08-14,Bib. Pop. Dra. María Cristina Balbuena,hotmail
986,34049,1998-09-06,Asoc.Amig.Bib.Pop. Don Cosme D. Ruiz Diaz,sin_dominio
987,34049,1993-04-30,Bib.Pop. Julio Cortázar,sin_dominio
988,34049,1980-01-01,Asoc.Bib.Pop. Félix Atilio Cabrera,sin_dominio
989,34056,1998-09-04,Bib. Pop. Pedro Castagne,sin_dominio
990,34056,1978-04-11,Bib.Pop.Pub.Mun. Don José F.de San Martín,hotmail
991,34056,1992-08-17,Bib.Pub. Pop. San Antonio,sin_dominio
992,38007,1915-09-16,Bib.Pop. Mariano Valle,yahoo
993,38007,2000-10-01,Bib. Pop. Crear y Ser,sin_dominio
994,38007,1997-11-20,Bib.Pop. Rosario Tolaba,sin_dominio
995,38021,1980-01-01,Bib.Pop. Jorge Domingo Calvetti,hotmail
996,38021,sin fecha,Bib.Pop. de Jujuy,imagine
997,38021,1997-05-31,Bib. Pop. Leer te ayuda a crecer,yahoo
998,38021,1997-09-20,Bib.Pop. del barrio cerro las Rosas (N,sin_dominio
999,38021,2002-05-08,Bib.Pop. Campo Verde,sin_dominio
1000,38021,2004-07-27,Bib.Pop. El futuro de los niños,sin_dominio
1001,38014,1980-01-01,Bib.Pop. de Ciudad Perico,sin_dominio
1002,38014,1905-04-09,Bib.Pop. Domingo T. Pérez,gmail
1003,38014,1996-11-28,Asoc.de Amigos Bib.Mun. y Pop. Carlos Juárez,sin_dominio
1004,38028,1906-05-25,Bib.Pop. Gral. Bartolomé Mitre,sin_dominio
1005,38028,1980-01-01,Bib.Pop. Coronel Manuel E. Arias,sin_dominio
1006,38035,1980-01-01,Bib.Pop. José Ingenieros,sin_dominio
1007,38035,1911-06-05,Bib.Pop. D.F.Sarmiento,sin_dominio
1008,38035,1922-02-10,Bib.Pop. Bartolomé Mitre,sin_dominio
1009,38035,1980-01-01,Bib.Pop. San Marcelino,sin_dominio
1010,38042,1980-01-01,Bib.Pop. de Palpalá,sin_dominio
1011,38042,1980-01-01,Bib.Pop.Mun. Antonio Paleari,sin_dominio
1012,38042,1980-01-01,Bib.Pop. Dr. Héctor Tizon,sin_dominio
1013,38042,1980-01-01,Bib.Pop. Virgen de Río Blanco,sin_dominio
1014,38056,1926-05-26,Bib.Pop. Coronel Hilarion de la Quintana,hotmail
1015,38063,1996-02-03,Bib.Pop. Solidaridad,sin_dominio
1016,38063,1911-09-07,Bib.Pop. D.F.Sarmiento,sin_dominio
1017,38063,1980-01-01,Bib.Pub.Pop.y Esc. Ernesto Sábato,sin_dominio
1018,38063,1993-07-20,Bib.Pop.y C.Vecinal San Antonio de Padua,sin_dominio
1019,38063,1980-01-01,Bib.Pop. San José Obrero,hotmail
1020,38063,1980-01-01,Bib.Pop. San Francisco de Asís,sin_dominio
1021,38070,1980-01-01,Bib.Pub.Pop Palma Sola,sin_dominio
1022,38070,1993-06-28,Bib.Pop. José Hernández,sin_dominio
1023,38014,1993-02-12,Bib.Pop. de Monterrico,gmail
1024,38021,2000-10-14,Bib.Pop. y C. Cult. Niños Pájaros,sin_dominio
1025,38084,1996-04-21,Bib. Pop. Maestro José Eduardo Ferretti,sin_dominio
1026,38084,1980-01-01,Bib. Pop. de Susques,sin_dominio
1027,38094,1910-05-26,Bib.Pop. Bartolomé Mitre,sin_dominio
1028,38098,1980-01-01,Bib.Pop. Viltipoco,sin_dominio
1029,38098,1986-05-14,Bib.Pop. 3 de Abril,sin_dominio
1030,38112,1915-07-09,Bib.Pop. D.F.Sarmiento,sin_dominio
1031,38112,1911-08-31,Bib.Pop. La Unión Aspirante de Yavi,sin_dominio
1032,42007,1980-01-01,Bib.Pop. Martín Fierro,cosedo
1033,42007,1980-01-01,Bib.Pop. Profesor H. Eros D .N. Siri,gmail
1034,42007,1980-01-01,Bib.Pop. Bernardino Rivadavia,yahoo
1035,42007,1914-11-23,Asoc. Bip. Esc.  Pop.,gmail
1036,42007,2005-07-20,Bib. Pop. Joaquín Anchorena,gmail
1037,42014,1980-01-01,Bib.Pop. La Adela,hotmail
1038,42021,1995-04-22,Bib.Pop. Manuel P.Rodriguez Un N.H.P/la Cult.,gmail
1039,42021,1980-01-01,Bib.Pop. Clemente J. Andrada,gmail
1040,42021,1994-08-16,Bib.Pop. Raúl Isidoro D'Atri,sin_dominio
1041,42021,1994-11-17,Bib. Pop. Rodolfo de Diego,cpenet
1042,42021,1980-01-01,Bib.Pop. Edgar Morisoli,hotmail
1043,42021,2009-04-04,BIb. Pop. Teresa Pérez,gmail
1044,42021,2009-09-01,Bib.Pop. Miguel Angel Gomez Drumell,gmail
1045,42021,2014-09-23,Bib. Pop. Malvinas Argentinas,gmail
1046,42028,1980-01-01,Bib. Pop. Olga Orozco,bepe
1047,42028,1980-01-01,Bib.Pop. María Rubio de Bada,sin_dominio
1048,42028,1997-10-13,Bib.Pop. Noemí Gavilán de Tarquini,yahoo
1049,42056,1993-03-08,Bib.Pop. Chapaleufu,hotmail
1050,42056,1980-01-01,Bib.Pop. Francisco Ceballos,sin_dominio
1051,42056,2000-05-15,Bib. Pop. La Huella,sin_dominio
1052,42056,1932-05-07,Bib.Pop. Renovación,gmail
1053,42056,1929-11-14,Bib.Pop. Ricardo Güiraldes,yahoo
1054,42035,1998-04-01,Bib. Pop. Faustino Casimiro Bustos,yahoo
1055,42035,1980-01-01,Bib.Pop. Juan Ricardo Nervi,yahoo
1056,42035,1946-09-17,Bib.Pop. Asoc.Ex-Alumnos Escuela Nº43 y Bib.Pop.,yahoo
1057,42035,1932-05-15,Bib.Pop. Manuel Lej,yahoo
1058,42070,1984-08-01,Bib.Pop.Mun. Alpachiri,yahoo
1059,42070,1995-11-01,Bib.Pop. María Elena Walsh,sin_dominio
1060,42070,1921-02-03,Bib.Pop. Florentino Ameghino,yahoo
1061,42070,1945-08-01,Bib.Pop. Almafuerte,gmail
1062,42070,1994-08-01,Bib. Pop. José Barbero,gmail
1063,42077,1980-01-01,Bib.Pop. de Abramo,hotmail
1064,42077,1958-11-27,Bib.Pop. Mariano Moreno,yahoo
1065,42077,1923-01-01,Bib.Pop. Aristóbulo del Valle,hotmail
1066,42077,1980-01-01,Bib.Pop. María E. Fernández de Falciola,cooparauz
1067,42084,1980-01-01,Bib. Pop. Walter Cazenave,sin_dominio
1068,42098,1996-07-01,Bib. Pop. Carro quemado,hotmail
1069,42098,1931-05-11,Bib.Pop. Manuel Belgrano,hotmail
1070,42098,1905-06-04,Bib.Pop. Bartolomé Mitre,yahoo
1071,42105,1931-07-26,Bib.Pop. Almafuerte,yahoo
1072,42105,2003-01-06,Bib.Pop. José Elías Rosales,hotmail
1073,42105,1912-11-30,Bib.Pop.Mun. José Manuel Estrada,yahoo
1074,42105,1958-10-12,Bib.Pop. Joaquín V. González,yahoo
1075,42105,1961-08-21,Bib.Pop. Juan del Rosario Garro,gmail
1076,42105,1937-04-01,Bib.Pop. Antonio Martello de Speluzzi,hotmail
1077,42119,1993-03-29,Bib.Pop. José Hernández,yahoo
1078,42119,1933-04-13,Bib.Pop. Bernardino Rivadavia,sin_dominio
1079,42119,1996-02-22,Bib.Pop. Héctor Raúl Tardiani,sin_dominio
1080,42119,1911-07-01,Bib.Pop. Raúl Belisario Díaz,yahoo
1081,42126,1930-07-27,Bib.Pop. Florentino Ameghino,yahoo
1082,42126,1987-11-01,Bib.Pop. Modesto Caretto,hotmail
1083,42126,1950-11-12,Bib.Pop. Libertador San Martín,sin_dominio
1084,42126,1995-09-25,Bib.Pop. Jorge Agustín Picca,yahoo
1085,42126,1915-06-27,Bib. Pop. Bernardino Rivadavia,cernet
1086,42126,1932-10-20,Bib.Pop. D.F.Sarmiento,hotmail
1087,42133,1980-01-01,Bib.Pop. José Grassi,yahoo
1088,42133,1979-02-20,Bib.Pop. Alberto Cortez,sin_dominio
1089,42133,1919-07-07,Bib.Pop. Florentino Ameghino,hotmail
1090,42133,1980-01-01,Bib.Pop. Mariano Moreno,sin_dominio
1091,42133,1948-07-04,Bib.Pop.Mun. Ing. Luis Luiggi,hotmail
1092,42133,1920-07-09,Bib.Pop. D.F.Sarmiento,hotmail
1093,42133,1994-06-04,Bib. Pop. Sebastián Dalmasso,hotmail
1094,42133,1910-05-01,Bib.Pop. Presidente Avellaneda,sin_dominio
1095,42035,1932-12-03,Bib.Pop. San Martín,cospec
1096,42154,1990-12-15,Bib.Pop. Mun. Juan Río de Quehue,sin_dominio
1097,42140,1921-11-21,Bib.Pop. Toay,cpenet
1098,42147,1931-08-16,Bib.Pop. Pedro Arata,yahoo
1099,42147,1926-08-30,Bib.Pop. Juan B. Justo,yahoo
1100,42154,1934-08-13,Bib.Pop. D.F.Sarmiento,yahoo
1101,42154,1943-08-11,Bib.Esc. Pop. Alfredo Suarez Verdier,yahoo
1102,42154,1922-02-22,Bib.Pop. Florentino Ameghino,hotmail
1103,42154,1980-01-01,Bib.Pop.Esc. Escuela Nº 164,yahoo
1104,46007,1915-04-28,Bib.Pop. Pedro I. de Castro Barros,sin_dominio
1105,46014,sin fecha,Bib.Pop. Mariano Moreno,gmail
1106,46014,1914-02-01,Bib.Pop. Juan Bautista Alberdi,sin_dominio
1107,46014,1980-01-01,Bib.Inf.Pop. Tte.Coronel Marcelino Reyes,gmail
1108,46014,1956-06-02,Bib.Pop. Juan Ramirez de Velazco,sin_dominio
1109,46014,1980-01-01,Cen. Cult. y Bib. Pop. Ciudad de los Naranjos,hotmail
1110,46014,2003-10-11,Bib.Pop. Darío Santillán,sin_dominio
1111,46021,1980-01-01,Bib. Pop. María Esther Brizuela de Bazán,sin_dominio
1112,46021,1927-11-27,Bib.Pop. Pedro I. de Castro Barros,sin_dominio
1113,46021,1934-10-24,Bib.Pop. Gob. Dr. B. de la Vega,sin_dominio
